Graph
Time (Seconds),Data (Meters),Data0 (Meters),Data1 (Meters),Data2 (Degrees),Data3 (Degrees),Data4 (Degrees)
18.199999,0.567962,-0.508902,0.228843,0.930877,0.956761,-123.860031
18.250000,0.563079,-0.503499,0.229536,-1.146127,0.541336,-124.262123
18.299999,0.553733,-0.493275,0.229486,-2.326122,0.087744,-124.389252
18.349998,0.538871,-0.478954,0.228342,-2.534939,-0.588059,-124.235298
18.400000,0.522360,-0.466465,0.225455,-1.427296,-2.939137,-123.939873
18.449999,0.508216,-0.460488,0.223126,0.060842,-5.373819,-124.037209
18.500000,0.498394,-0.461156,0.228427,0.839189,-6.427846,-124.620872
18.549999,0.492655,-0.465244,0.235434,0.978002,-4.985726,-125.523743
18.599998,0.491797,-0.469462,0.235978,0.440296,-1.902630,-126.528809
18.650000,0.493893,-0.470488,0.231458,-0.075849,1.644363,-127.350174
18.699999,0.495366,-0.466330,0.227331,-0.415862,4.040992,-128.040817
18.750000,0.495426,-0.459445,0.229130,0.464784,2.917329,-128.779449
18.799999,0.493897,-0.454252,0.226348,2.653121,1.160366,-129.271484
18.849998,0.492723,-0.453192,0.223093,4.402485,0.388710,-129.861084

